ViewAuditOccupationSkills List - Total Count: 4690

OccupationName,SkillsName
"Head Administrativo Financeiro","LEGISLAÇÃO SOCIETÁRIA"
"Head Administrativo Financeiro","LEGISLAÇÃO TRABALHISTA"
"Head Administrativo Financeiro","LEGISLAÇÃO TRIBUTÁRIA"
"Head Administrativo Financeiro","MACROECONOMIA"
"Head Administrativo Financeiro","MATEMÁTICA FINANCEIRA"
"Head Administrativo Financeiro","PACOTE OFFICE"
"Head Administrativo Financeiro","PRODUTOS E SERVIÇOS FINANCEIROS / BANCÁRIOS"
"Head Administrativo Financeiro","FERRAMENTAS DE GESTÃO DE PESSOAS"
"Vice-Diretor Administrativo","DOCUMENTOS INSTITUCIONAIS"
"Vice-Diretor Administrativo","GESTÃO DE PESSOAS"
"Vice-Diretor Administrativo","LEGISLAÇÃO CONTÁBIL"
"Vice-Diretor Administrativo","LEGISLAÇÃO EDUCACIONAL"
"Vice-Diretor Administrativo","LEGISLAÇÃO MUNICIPAL E ESTADUAL"
"Vice-Diretor Administrativo","LEGISLAÇÃO TRABALHISTA"
"Vice-Diretor Administrativo","MATEMÁTICA FINANCEIRA"
"Vice-Diretor Administrativo","PLANEJAMENTO ESTRATÉGICO"
"Superintendente Administrativo","CONHECIMENTO DO NEGÓCIO"
"Superintendente Administrativo","GERENCIAMENTO DE PROJETOS"
"Superintendente Administrativo","MATEMÁTICA FINANCEIRA"
"Superintendente Administrativo","POLÍTICAS E PRÁTICAS DA ORGANIZAÇÃO"
"Superintendente Administrativo","CONHECIMENTO DE ADMINISTRAÇÃO, CONTABILIDADE E CUSTOS"
"Superintendente Administrativo","PLANEJAMENTO ESTRATÉGICO"
"Coordenador Suprimentos","CONHECIMENTO DO NEGÓCIO"
"Coordenador Suprimentos","SISTEMA OPERACIONAL DA ÁREA"
"Coordenador Suprimentos","MATEMÁTICA FINANCEIRA"
"Coordenador Suprimentos","TÉCNICAS DE NEGOCIAÇÃO"
"Coordenador Suprimentos","MEDICAMENTOS EM GERAL E MATERIAIS DE USO HOSPITALAR"
"Coordenador Suprimentos","GESTÃO DE ESTOQUES E LOGÍSTICA"
"Coordenador Gestão Auditoria","CONHECIMENTO DO NEGÓCIO"
"Coordenador Gestão Auditoria","PROCESSOS DE AUTORIZAÇÕES E INTERCÂMBIO, PROVEDOR E AUDITORIA"
"Coordenador Gestão Auditoria","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Coordenador Gestão Auditoria","PRODUTOS UNIMED"
"Coordenador Tecnologia da Informação","CONHECIMENTO DO NEGÓCIO"
"Coordenador Tecnologia da Informação","METODOLOGIA DE MODELAGEM DE DADOS E PROCESSOS"
"Coordenador Tecnologia da Informação","NOÇÕES DE LINGUAGENS DE PROGRAMAÇÃO, BANCO DE DADOS, SISTEMAS OPERACIONAIS, SOFTWARE BÁSICO, ARQUITETURA DE COMPUTADORES E REDES"
"Coordenador Tecnologia da Informação","EVOLUÇÃO TECNOLÓGICA A NÍVEL DE SOFTWARE E INFRA ESTRUTURA"
"Coordenador Tecnologia da Informação","GERENCIAMENTO DE PROJETOS"
"Coordenador Tecnologia da Informação","METODOLOGIA DE GERENCIAMENTO E SEGURANÇA EM TECNOLOGIA DA INFORMAÇÃO"
"Coordenador Assessoria Jurídica","SISTEMA OPERACIONAL DA EMPRESA"
"Coordenador Assessoria Jurídica","LEGISLAÇÃO"
"Coordenador Assessoria Jurídica","JURISPRUDÊNCIA ATUALIZADA"
"Coordenador Assessoria Jurídica","PRÁTICA JURÍDICA"
"Coordenador Assessoria Jurídica","GESTÃO EM SAÚDE"
"Coordenador Assessoria Jurídica","LEGISLAÇÃO E VIGÊNCIA DA ANS"
"Coordenador Gestão de Pessoas","CONHECIMENTO DO NEGÓCIO"
"Coordenador Gestão de Pessoas","SISTEMA OPERACIONAL DA ÁREA"
"Coordenador Gestão de Pessoas","PRÁTICAS E POLÍTICAS DE GESTÃO DE PESSOAS"
"Coordenador Gestão de Pessoas","GESTÃO PELA QUALIDADE"
"Coordenador Gestão de Pessoas","CONHECIMENTO DOS SUSBSISTEMAS DA ÁREA"
"Coordenador Espaço Médico","CONHECIMENTO DO NEGÓCIO"
"Coordenador Espaço Médico","SISTEMA OPERACIONAL DA ÁREA"
"Coordenador Espaço Médico","SISTEMA DE CONECTIVIDADE COM O COOPERADO"
"Coordenador Espaço Médico","GESTÃO DE EVENTOS E COMUNICAÇÃO COM OS PÚBLICOS"
"Coordenador Gestão de Serviços","CONHECIMENTO DO NEGÓCIO"
"Coordenador Gestão de Serviços","MATEMÁTICA FINANCEIRA"
"Coordenador Gestão de Serviços","NEGOCIAÇÃO"
"Coordenador Órteses, Próteses e Materiais Especiais","CONHECIMENTO DO NEGÓCIO"
"Coordenador Órteses, Próteses e Materiais Especiais","SISTEMA OPERACIONAL DA ÁREA"
"Coordenador Órteses, Próteses e Materiais Especiais","MATEMÁTICA FINANCEIRA"
"Coordenador Órteses, Próteses e Materiais Especiais","TÉCNICAS DE NEGOCIAÇÃO"
"Coordenador Órteses, Próteses e Materiais Especiais","CONHECIMENTOS EM MEDICAMENTOS, MATERIAIS DESCARTÁVEIS DE USO HOSPITALAR E SUAS APLICAÇÕES, ÓRTESES E PRÓTESES, COMPOSIÇÃO DE TAXAS E DIÁRIAS E ROTINAS"
"Coordenador Órteses, Próteses e Materiais Especiais","MEDICAMENTOS QUIMIOTERÁPICOS"
"Coordenador Órteses, Próteses e Materiais Especiais","MEDICAMENTOS EM GERAL E MATERIAIS DE USO HOSPITALAR"
"Monitor Projetos e Sistemas","NEGOCIAÇÃO"
"Monitor Projetos e Sistemas","PLANEJAMENTO"
"Monitor Projetos e Sistemas","CONHECIMENTO DO NEGÓCIO"
"Monitor Projetos e Sistemas","GERENCIAMENTO DE PROJETOS"
"Monitor Projetos e Sistemas","PROFUNDO NA UTILIZAÇÃO DOS SISTEMAS CORPORATIVOS E SUA INTEGRAÇÃO"
"Monitor Projetos e Sistemas","MACRO PROCESSOS DA COOPERATIVA"
"Monitor Projetos e Sistemas","LINGUAGEM DE PROGRAMAÇÃO"
"Monitor Projetos e Sistemas","METODOLOGIA PMBOK/BPM - ANÁLISE DE PROCESSOS"
"Monitor Projetos e Sistemas","GERENCIAMENTO PORTFÓLIOS DE PROJETOS ITIL"
"Técnico Seguranca do Trabalho I","NEGOCIAÇÃO"
"Técnico Seguranca do Trabalho I","CAPACIDADE DE REALIZAÇÃO"
"Técnico Seguranca do Trabalho I","INFORMÁTICA"
"Técnico Seguranca do Trabalho I","SISTEMA OPERACIONAL DA ÁREA"
"Técnico Seguranca do Trabalho I","USO DE EQUIPAMENTOS DE MEDIÇÃO RELATIVOS À ÁREA"
"Técnico Seguranca do Trabalho I","NORMAS REGULAMENTADORAS DE MEDICINA E SEGURANÇA DO TRABALHO"
"Analista Suporte Jr","PLANEJAMENTO"
"Analista Suporte Jr","COMUNICAÇÃO"
"Analista Suporte Jr","REDES LOCAIS E REMOTAS (HARDWARE, SOFTWARE BÁSICO E PROTOCOLOS)"
"Analista Suporte Jr","MICROINFORMÁTICA: CONFIGURAÇÃO DE HARDWARE, SISTEMA OPERACIONAL E SOFTWARE APLICATIVO DE ESCRITÓRIO"
"Analista Suporte Jr","SISTEMA DE INFRAESTRUTURA E SERVIDORES - INSTALAÇÃO, CONFIGURAÇÃO E ADMINISTRAÇÃO DE INFRAESTRUTURA (XENSERVER, DATA PROTECTOR, NETEYE E OUTROS."
"Analista Suporte Jr","SISTEMAS OPERACIONAIS - INSTALAÇÃO, CONFIGURAÇÃO E ADMINISTRAÇÃO DE SISTEMAS OPERACIONAIS DE SERVIDORES (WINDWS SERVER, LINUX..."
"Enfermeiro do Trabalho","TRABALHO EM EQUIPE"
"Enfermeiro do Trabalho","SENSO CRÍTICO"
"Enfermeiro do Trabalho","SISTEMA OPERACIONAL DA ÁREA"
"Enfermeiro do Trabalho","TÉCNICAS E PROCEDIMENTOS DE ENFERMAGEM"
"Enfermeiro do Trabalho","CÓDIGO DE ÉTICA COREN"
"Enfermeiro do Trabalho","CONHECIMENTO DA LEGISLAÇÃO SOBRE RESÍDUOS EM SERVIÇOS DE SAÚDE"
"Enfermeiro do Trabalho","NORMAS REGULAMENTADORAS DE MEDICINA E SEGURANÇA DO TRABALHO"
"Analista Sistemas Jr","PLANEJAMENTO"
"Analista Sistemas Jr","COMUNICAÇÃO"
"Analista Sistemas Jr","CONHECIMENTO DO NEGÓCIO"
"Analista Sistemas Jr","LINGUAGEM DE PROGRAMAÇÃO"
"Analista Sistemas Jr","PROCESSOS DE TRABALHO DAS ÁREAS"
"Analista Sistemas Jr","BÁSICO SISTEMA OPERACIONAL DE COMPUTADORES/SERVIDORES"
"Analista Sistemas Jr","BÁSICO CONHECIMENTO DA FUNCIONALIDADE DOS SISTEMAS SOB SUA RESPONSABILIDADE E SUAS INTEGRAÇÕES."
"Analista Sistemas Jr","METODOLOGIA DE MODELAGEM DE DADOS, DOCUMENTAÇÃO E PROCESSOS CONFORME METODOLOGIA DA EMPRESA"
"Engenheiro Segurança do Trabalho","NEGOCIAÇÃO"
"Engenheiro Segurança do Trabalho","PLANEJAMENTO"
"Engenheiro Segurança do Trabalho","CONHECIMENTO DO NEGÓCIO"
"Engenheiro Segurança do Trabalho","USO DE EQUIPAMENTOS DE MEDIÇÃO RELATIVOS À ÁREA"
"Engenheiro Segurança do Trabalho","DOMÍNIO DAS NORMAS REGULAMENTADORAS DE MEDICINA E SEGURANÇA DO TRABALHO"
"Analista Gestão de Pessoas Sr","PLANEJAMENTO"
"Analista Gestão de Pessoas Sr","CAPACIDADE DE PRIORIZAÇÃO"
"Analista Gestão de Pessoas Sr","CONHECIMENTO DO NEGÓCIO"
"Analista Gestão de Pessoas Sr","SISTEMA OPERACIONAL DA ÁREA"
"Analista Gestão de Pessoas Sr","PRÁTICAS E POLÍTICAS DE GESTÃO DE PESSOAS"
"Analista Gestão de Pessoas Sr","NOÇÕES DE CONTABILIDADE"
"Analista Gestão de Pessoas Sr","LEGISLAÇÃO TRABALHISTA"
"Analista Gestão de Pessoas Sr","PLANO DE BENEFÍCIOS"
"Analista Gestão de Pessoas Sr","LEGISLAÇÃO PREVIDENCIÁRIA"
"Administrador Banco de Dados","COMUNICAÇÃO"
"Administrador Banco de Dados","PLANEJAMENTO"
"Administrador Banco de Dados","CONHECIMENTO DO NEGÓCIO"
"Administrador Banco de Dados","SISTEMA OPERACIONAL DA EMPRESA"
"Administrador Banco de Dados","BÁSICO NA LINGUAGEM DE PROGRAMAÇÃO"
"Administrador Banco de Dados","BANCO DE DADOS ORACLE"
"Administrador Banco de Dados","BANCO DE DADOS PROGRESS"
"Administrador Banco de Dados","BANCO DE DADOS SQL"
"Psicólogo Organizacional Sr","TRABALHO EM EQUIPE"
"Psicólogo Organizacional Sr","SENSO CRÍTICO"
"Psicólogo Organizacional Sr","SISTEMA OPERACIONAL DA ÁREA"
"Psicólogo Organizacional Sr","TÉCNICAS DE RECRUTAMENTO E SELEÇÃO"
"Psicólogo Organizacional Sr","TEORIA E PRÁTICA DO TRABALHO COM GRUPOS"
"Psicólogo Organizacional Sr","TÉCNICAS DE ACONSELHAMENTO E ORIENTAÇÃO"
"Assistente Social","RESOLUÇÃO DE PROBLEMAS"
"Assistente Social","EMPREENDEDORISMO"
"Assistente Social","PLANEJAMENTO"
"Assistente Social","COMUNICAÇÃO"
"Assistente Social","FLEXIBILIDADE "
"Assistente Social","TRABALHO EM EQUIPE"
"Assistente Social","CONHECIMENTO DO NEGÓCIO"
"Assistente Social","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Social","NORMAS E PROCEDIMENTOS DE SEGURANÇA"
"Assistente Social","CÓDIGO DE ÉTICA DA PROFISSÃO"
"Assistente Social","TABELA AMB E CID 10"
"Analista Gestão de Pessoas Pl","CAPACIDADE DE PRIORIZAÇÃO"
"Analista Gestão de Pessoas Pl","TRABALHO EM EQUIPE"
"Analista Gestão de Pessoas Pl","CONHECIMENTO DO NEGÓCIO"
"Analista Gestão de Pessoas Pl","LEGISLAÇÃO TRABALHISTA"
"Analista Gestão de Pessoas Pl","SISTEMAS OPERACIONAIS DA ÁREA"
"Analista Gestão de Pessoas Pl","PLANO DE BENEFÍCIOS"
"Analista Gestão de Pessoas Pl","PRÁTICAS E POLÍTICAS DE GESTÃO DE PESSOAS"
"Analista Gestão de Pessoas Pl","LEGISLAÇÃO PREVIDENCIÁRIA"
"Analista Gestão de Pessoas Pl","NEGOCIAÇÃO"
"Secretária Executiva","CAPACIDADE DE PRIORIZAÇÃO"
"Secretária Executiva","AGILIDADE/SOLICITUDE/INICIATIVA"
"Secretária Executiva","CONHECIMENTO DO NEGÓCIO"
"Secretária Executiva","INFORMÁTICA"
"Secretária Executiva","PORTUGUÊS E REDAÇÃO COMERCIAL"
"Secretária Executiva","ESTRUTURA E FUNCIONAMENTO DAS DIFERENTES ÁREAS"
"Secretária Executiva","ESTATUTO DA UNIMED"
"Consultor Desenvolvimento","TRABALHO EM EQUIPE"
"Consultor Desenvolvimento","TOMADA DE DECISÃO/AUTONOMIA"
"Consultor Desenvolvimento","CONHECIMENTO DO NEGÓCIO"
"Consultor Desenvolvimento","SISTEMA OPERACIONAL DA ÁREA"
"Consultor Desenvolvimento","NEGOCIAÇÃO"
"Consultor Desenvolvimento","METODOLOGIAS DE LEVANTAMENTO DE NECESSIDADES E DE AVALIAÇÃO DE TREINAMENTO"
"Analista Sistemas Sr","COMUNICAÇÃO"
"Analista Sistemas Sr","PLANEJAMENTO"
"Analista Sistemas Sr","CONHECIMENTO DO NEGÓCIO"
"Analista Sistemas Sr","LINGUAGEM DE PROGRAMAÇÃO"
"Analista Sistemas Sr","PROCESSOS DE TRABALHO DAS ÁREAS"
"Analista Sistemas Sr","GERENCIAMENTO DE PROJETOS"
"Analista Sistemas Sr","BÁSICO SISTEMA OPERACIONAL DE COMPUTADORES/SERVIDORES"
"Analista Sistemas Sr","METODOLOGIA DE MODELAGEM DE DADOS, DOCUMENTAÇÃO E PROCESSOS CONFORME METODOLOGIA DA EMPRESA"
"Analista Sistemas Sr","PROFUNDO CONHECIMENTO DA FUNCIONALIDADE DOS SISTEMAS SOB SUA RESPONSABILIDADE E SUAS INTEGRAÇÕES."
"Analista Sistemas Pl","COMUNICAÇÃO"
"Analista Sistemas Pl","PLANEJAMENTO"
"Analista Sistemas Pl","CONHECIMENTO DO NEGÓCIO"
"Analista Sistemas Pl","LINGUAGEM DE PROGRAMAÇÃO"
"Analista Sistemas Pl","PROCESSOS DE TRABALHO DAS ÁREAS"
"Analista Sistemas Pl","GERENCIAMENTO DE PROJETOS"
"Analista Sistemas Pl","SISTEMA OPERACIONAL DOS COMPUTADORES"
"Analista Sistemas Pl","METODOLOGIA DE MODELAGEM DE DADOS, DOCUMENTAÇÃO E PROCESSOS CONFORME METODOLOGIA DA EMPRESA"
"Analista Sistemas Pl","PLENO CONHECIMENTO DA FUNCIONALIDADE DOS SISTEMAS SOB SUA RESPONSABILIDADE E SUAS INTEGRAÇÕES."
"Analista Gestão de Pessoas Jr","TRABALHO EM EQUIPE"
"Analista Gestão de Pessoas Jr","CAPACIDADE DE REALIZAÇÃO"
"Analista Gestão de Pessoas Jr","CONHECIMENTO DO NEGÓCIO"
"Analista Gestão de Pessoas Jr","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Analista Gestão de Pessoas Jr","LEGISLAÇÃO TRABALHISTA"
"Analista Gestão de Pessoas Jr","SISTEMAS OPERACIONAIS DA ÁREA"
"Analista Gestão de Pessoas Jr","PLANO DE BENEFÍCIOS"
"Analista Gestão de Pessoas Jr","PRÁTICAS E POLÍTICAS DE GESTÃO DE PESSOAS"
"Analista Comunicação Interna","TRABALHO EM EQUIPE"
"Analista Comunicação Interna","PLANEJAMENTO"
"Analista Comunicação Interna","EDITORAÇÃO GRÁFICA"
"Analista Comunicação Interna","REDAÇÃO JORNALÍSTICA"
"Analista Comunicação Interna","CONHECIMENTO DO NEGÓCIO"
"Analista Suporte Sr","COMUNICAÇÃO"
"Analista Suporte Sr","PLANEJAMENTO"
"Analista Suporte Sr","REDES LOCAIS E REMOTAS (HARDWARE, SOFTWARE BÁSICO E PROTOCOLOS)"
"Analista Suporte Sr","SISTEMAS OPERACIONAIS - INSTALAÇÃO, CONFIGURAÇÃO E ADMINISTRAÇÃO DE SISTEMAS OPERACIONAIS DE SERVIDORES (WINDWS SERVER, LINUX..."
"Analista Suporte Sr","MICROINFORMÁTICA: CONFIGURAÇÃO DE HARDWARE, SISTEMA OPERACIONAL E SOFTWARE APLICATIVO DE ESCRITÓRIO"
"Analista Suporte Sr","SISTEMA DE INFRAESTRUTURA E SERVIDORES - INSTALAÇÃO, CONFIGURAÇÃO E ADMINISTRAÇÃO DE INFRAESTRUTURA (XENSERVER, DATA PROTECTOR, NETEYE E OUTROS."
"Analista Suporte Sr","BANCO DE DADOS"
"Psicólogo Organizacional Pl","TRABALHO EM EQUIPE"
"Psicólogo Organizacional Pl","CAPACIDADE DE PRIORIZAÇÃO"
"Psicólogo Organizacional Pl","SISTEMA OPERACIONAL DA ÁREA"
"Psicólogo Organizacional Pl","TÉCNICAS DE RECRUTAMENTO E SELEÇÃO"
"Psicólogo Organizacional Pl","TEORIA E PRÁTICA DO TRABALHO COM GRUPOS"
"Psicólogo Organizacional Pl","TÉCNICAS DE ACONSELHAMENTO E ORIENTAÇÃO"
"Analista Administrativo Jr","CAPACIDADE DE PRIORIZAÇÃO"
"Analista Administrativo Jr","PLANEJAMENTO"
"Analista Administrativo Jr","CONHECIMENTO DO NEGÓCIO"
"Analista Administrativo Jr","SISTEMA OPERACIONAL DA ÁREA"
"Analista Administrativo Jr","CONHECIMENTO DE MERCADO"
"Analista Administrativo Jr","LEGISLAÇÃO E VIGÊNCIA DA ANS"
"Analista Jurídico Pl","TRABALHO EM EQUIPE"
"Analista Jurídico Pl","SENSO CRÍTICO"
"Analista Jurídico Pl","CONHECIMENTO DO NEGÓCIO"
"Analista Jurídico Pl","LEGISLAÇÃO TRABALHISTA"
"Analista Jurídico Pl","LEGISLAÇÃO PREVIDENCIÁRIA"
"Analista Jurídico Pl","PRÁTICA E PESQUISA JURÍDICA"
"Analista Jurídico Pl","PRÁTICAS E POLÍTICAS DE GESTÃO DE PESSOAS"
"Analista Sistemas de Gestão Jr","CAPACIDADE DE REALIZAÇÃO"
"Analista Sistemas de Gestão Jr","PROATIVIDADE"
"Analista Sistemas de Gestão Jr","CONHECIMENTO DO NEGÓCIO"
"Analista Sistemas de Gestão Jr","CONCEITOS E FERRAMENTAS DE QUALIDADE"
"Analista Sistemas de Gestão Jr","CONHECIMENTO DE NORMAS"
"Consultor Sistemas de Gestão Sr","PLANEJAMENTO"
"Consultor Sistemas de Gestão Sr","CAPACIDADE DE REALIZAÇÃO"
"Consultor Sistemas de Gestão Sr","CONHECIMENTO DO NEGÓCIO"
"Consultor Sistemas de Gestão Sr","CONCEITOS E FERRAMENTAS DE QUALIDADE"
"Consultor Sistemas de Gestão Sr","MAPEAMENTO DE PROCESSOS E FLUXOS DE TRABALHO"
"Consultor Sistemas de Gestão Sr","CONHECIMENTO DE NORMAS"
"Consultor Sistemas de Gestão Sr","PLANEJAMENTO ESTRATÉGICO"
"Analista Negócios Sr","COMUNICAÇÃO"
"Analista Negócios Sr","PLANEJAMENTO"
"Analista Negócios Sr","CONHECIMENTO DO NEGÓCIO"
"Analista Negócios Sr","LINGUAGEM DE PROGRAMAÇÃO"
"Analista Negócios Sr","PROCESSOS DE TRABALHO DAS ÁREAS"
"Analista Negócios Sr","GERENCIAMENTO DE PROJETOS"
"Analista Negócios Sr","BÁSICO SISTEMA OPERACIONAL DE COMPUTADORES/SERVIDORES"
"Analista Negócios Sr","METODOLOGIA DE MODELAGEM DE DADOS, DOCUMENTAÇÃO E PROCESSOS CONFORME METODOLOGIA DA EMPRESA"
"Analista Negócios Sr","PROFUNDO CONHECIMENTO DA FUNCIONALIDADE DOS SISTEMAS SOB SUA RESPONSABILIDADE E SUAS INTEGRAÇÕES."
"Analista Negócios Sr","METODOLOGIA DE PROCESSOS DE NEGÓCIO - PMBOK "
"Analista Projetos e Inovações","TRABALHO EM EQUIPE"
"Analista Projetos e Inovações","PLANEJAMENTO"
"Analista Projetos e Inovações","CONHECIMENTO DO NEGÓCIO"
"Analista Projetos e Inovações","SISTEMA OPERACIONAL DA ÁREA"
"Analista Projetos e Inovações","PRÁTICAS E POLÍTICAS DE GESTÃO DE PESSOAS"
"Analista Projetos e Inovações","NOÇÕES DE CONTABILIDADE"
"Analista Projetos e Inovações","LEGISLAÇÃO TRABALHISTA"
"Analista Projetos e Inovações","PLANO DE BENEFÍCIOS"
"Técnico Segurança do Trabalho II","NEGOCIAÇÃO"
"Técnico Segurança do Trabalho II","CAPACIDADE DE REALIZAÇÃO"
"Técnico Segurança do Trabalho II","SISTEMA OPERACIONAL DA ÁREA"
"Técnico Segurança do Trabalho II","INFORMÁTICA"
"Técnico Segurança do Trabalho II","USO DE EQUIPAMENTOS DE MEDIÇÃO RELATIVOS À ÁREA"
"Técnico Segurança do Trabalho II","NORMAS REGULAMENTADORAS DE MEDICINA E SEGURANÇA DO TRABALHO"
"Assistente Gestão de Pessoas","AGILIDADE/SOLICITUDE"
"Assistente Gestão de Pessoas","FLEXIBILIDADE "
"Assistente Gestão de Pessoas","CONHECIMENTO DO NEGÓCIO"
"Assistente Gestão de Pessoas","LEGISLAÇÃO TRABALHISTA"
"Assistente Gestão de Pessoas","SISTEMAS OPERACIONAIS DA ÁREA"
"Assistente Gestão de Pessoas","PLANO DE BENEFÍCIOS"
"Assistente Gestão de Pessoas","PRÁTICAS E POLÍTICAS DE GESTÃO DE PESSOAS"
"Técnico Informática Pl","COMUNICAÇÃO"
"Técnico Informática Pl","PLANEJAMENTO"
"Técnico Informática Pl","PROCESSOS DE TRABALHO DAS ÁREAS"
"Técnico Informática Pl","BÁSICO NA LINGUAGEM DE PROGRAMAÇÃO"
"Técnico Informática Pl","SISTEMA OPERACIONAL DE MICROCOMPUTADORES, SISTEMA APLICATIVO DE MICROINFORMÁTICA, IMPRESSORAS, PERIFÉRICOS E REDE."
"Técnico Informática Pl","BÁSICO CONHECIMENTO INFRAESTRUTURA DE TI - REDES LOCAIS E REMOTAS, SISTEMAS APLICATIVOS, SERVIDORES E SISTEMAS OPERACIONAIS."
"Técnico Informática Pl","PLENO CONHECIMENTO DA FUNCIONALIDADE DOS SISTEMAS SOB SUA RESPONSABILIDADE E SUAS INTEGRAÇÕES."
"Assistente Administrativo","RELACIONAMENTO INTERPESSOAL"
"Assistente Administrativo","AGILIDADE/SOLICITUDE/INICIATIVA"
"Assistente Administrativo","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Assistente Administrativo","CONHECIMENTO DO NEGÓCIO"
"Assistente Administrativo","PROCEDIMENTOS OPERACIONAIS DAS ÁREAS"
"Assistente Administrativo","TABELAS DE REFERÊNCIAS PARA PAGAMENTO DE PROCEDIMENTOS"
"Técnico Informática Jr","COMUNICAÇÃO"
"Técnico Informática Jr","PLANEJAMENTO"
"Técnico Informática Jr","PROCESSOS DE TRABALHO DAS ÁREAS"
"Técnico Informática Jr","SISTEMA OPERACIONAL DE MICROCOMPUTADORES, SISTEMA APLICATIVO DE MICROINFORMÁTICA, IMPRESSORAS, PERIFÉRICOS E REDE."
"Técnico Informática Jr","BÁSICO CONHECIMENTO INFRAESTRUTURA DE TI - REDES LOCAIS E REMOTAS, SISTEMAS APLICATIVOS, SERVIDORES E SISTEMAS OPERACIONAIS."
"Técnico Informática Jr","BÁSICO CONHECIMENTO DA FUNCIONALIDADE DOS SISTEMAS SOB SUA RESPONSABILIDADE E SUAS INTEGRAÇÕES."
"Orientador Físico","AGILIDADE/SOLICITUDE"
"Orientador Físico","FLEXIBILIDADE "
"Orientador Físico","PLANEJAMENTO DOS TREINOS (PROGRAMA DE EXERCÍCIOS)"
"Orientador Físico","NOÇÕES DE ERGONOMIA"
"Orientador Físico","VISÃO DE PREVENÇÃO "
"Orientador Físico","ATUAR QUANTO AOS CUIDADOS NECESSÁRIOS DURANTE A PRÁTICA DA ATIVIDADE FÍSICA "
"Técnico Enfermagem do Trabalho","AGILIDADE/SOLICITUDE"
"Técnico Enfermagem do Trabalho","CAPACIDADE DE REALIZAÇÃO"
"Técnico Enfermagem do Trabalho","INFORMÁTICA"
"Técnico Enfermagem do Trabalho","NORMAS E ROTINAS DE CONTROLE E PREVENÇÃO DE INFECÇÃO DO SERVIÇO UNIMED"
"Técnico Enfermagem do Trabalho","TÉCNICAS E PROCEDIMENTOS DE ENFERMAGEM"
"Técnico Enfermagem do Trabalho","CÓDIGO DE ÉTICA COREN"
"Técnico Enfermagem do Trabalho","SISTEMA OPERACIONAL DA ÁREA"
"Analista de Recursos Humanos","PACOTE OFFICE"
"Coordenador(a) de Recursos Humanos","BI - GESTÃO DE PESSOAS"
"Coordenador(a) de Recursos Humanos","FERRAMENTAS DE GESTÃO DE PESSOAS"
"Coordenador(a) de Recursos Humanos","PACOTE OFFICE"
"Coordenador(a) de Recursos Humanos","SISTEMA JMSOFT"
"Coordenador(a) de Recursos Humanos","NOÇÕES DE ESTATISTICA"
"Analista Comunicação e Marketing","COMUNICAÇÃO E MARKETING"
"Analista Comunicação e Marketing","ORGANIZAÇÃO DE EVENTOS"
"Analista Comunicação e Marketing","PRODUÇÃO GRÁFICA/VISUAL"
"Analista Comunicação e Marketing","SOFTWARE DE EDIÇÃO DE IMAGES"
"Analista Comunicação e Marketing","REDAÇÃO EMPRESARIAL"
"Analista de Inteligência de Mercado","GESTÃO DE CLIENTES"
"Analista de Inteligência de Mercado","GESTÃO DE CUSTOS"
"Analista de Inteligência de Mercado","GESTÃO DE INFORMAÇÃO"
"Analista de Inteligência de Mercado","POLÍTICAS COMERCIAIS"
"Analista de Infraestrutura de TI","BANCO DE DADOS"
"Analista de Infraestrutura de TI","REDE DE EQUIPAMENTOS E COMUNICAÇÃO DE DADOS, IMAGEM E VOZ"
"Analista de Infraestrutura de TI","SEGURANÇA EM TECNOLOGIA DA INFORMAÇÃO"
"Analista de Infraestrutura de TI","SISTEMAS OPERACIONAIS"
"Analista de Infraestrutura de TI","SOFTWARES CORPORATIVOS"
"Analista de Negócio","ANÁLISE DE SISTEMAS"
"Analista de Negócio","GESTÃO DE PROJETOS"
"Analista de Negócio","LÍNGUA INGLESA"
"Analista de Negócio","SISTEMAS INFORMATIZADOS ESPECÍFICOS"
"Analista de Negócio","SOLUÇÕES INFORMATIZADAS DE MERCADO"
"Analista de Negócio","MAPEAMENTO DE PROCESSOS"
"Analista de Negócio","SISTEMAS INFORMATIZADOS DE GESTÃO"
"Analista de Relações Trabalhistas","LEGISLAÇÃO PREVIDENCIÁRIA"
"Analista de Relações Trabalhistas","LEGISLAÇÃO TRABALHISTA"
"Analista de Relações Trabalhistas","POLÍTICAS E PROGRAMAS DE RECURSOS HUMANOS"
"Analista de Relações Trabalhistas","PROCESSOS E ROTINAS DE ADMINISTRAÇÃO DE PESSOAL"
"Analista de Relações Trabalhistas","SISTEMAS INFORMATIZADOS DE GESTÃO"
"Assistente de Relações Trabalhistas","LEGISLAÇÃO TRABALHISTA"
"Assistente de Relações Trabalhistas","POLÍTICAS E PROGRAMAS DE RECURSOS HUMANOS"
"Assistente de Relações Trabalhistas","PROCESSOS E ROTINAS DE ADMINISTRAÇÃO DE PESSOAL"
"Assistente de Relações Trabalhistas","SISTEMAS INFORMATIZADOS DE GESTÃO"
"Analista de Gestão de Pessoas","CULTURA E CLIMA ORGANIZACIONAL"
"Analista de Gestão de Pessoas","LEGISLAÇÃO TRABALHISTA"
